,NU_INSCRICAO,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO
4000,e6c117ecbcea36246982ffd3560d0d688e9d0c23,20,F,0,2,1,2,1,,559.3,641.4,631.7,535.9,160,140,140,140,120,700
4001,163f3557569fb7732586d68faca6228b8f30d535,18,F,0,3,2,0,2,1,544.4,605.7,619.2,635.9,160,160,160,160,180,820
4002,c0c798e8277652d96889b144c3c5d248ff5f9bb7,35,F,0,3,1,10,1,,,,,,,,,,,
4003,b482b881869f21388408995c77cc1c256dd7bf70,22,M,0,3,4,0,1,,371.8,487.8,521.5,351,120,100,80,100,60,460
4004,59f8282cc6697978d183c9523268c5f9b8c3be8e,18,F,0,3,2,0,2,1,449.1,419.5,505.8,394.7,100,80,80,100,60,420
4005,540126a35bd53e373495beb5e4e6e4c74e01088d,18,F,0,3,1,1,1,,471.9,449.6,493.4,477,120,120,100,100,80,520
4006,2b80345993d31465cdec4d9fd22d86d9d6057e2a,19,F,0,3,1,1,1,,,,,,,,,,,
4007,0da61fe0d4e3d3624df27d8d4386e315e7eb216b,19,F,0,1,1,1,1,,426,522.9,495.2,418.1,120,80,100,100,40,440
4008,ea68c222492c5f0e09bca615264e46c46308c8ed,22,F,0,3,1,4,1,,379.3,558.3,535.7,385,120,120,80,120,80,520
4009,34175228f69b09f6335d2bc4e18d00edc65b39cf,23,M,0,3,1,7,1,,,,,,,,,,,
4010,e204c4cc8e65e9ed57c63d23ea5af37e949a20c6,17,F,0,1,2,0,2,1,432.5,493.8,446.6,393,120,100,120,100,20,460
4011,16ad82f32d2effbcac20d7b497c643c304433baa,25,F,1,1,1,6,1,,,,,,,,,,,
4012,4b80e2011af147fd7a95cefbd0c15747414c04e1,17,F,0,1,2,0,2,1,617.8,613.6,607.8,594.5,140,120,140,120,120,640
4013,55f51a125976710460f34284e885427cd1202e9a,17,F,0,1,2,0,2,1,441.7,517.1,534.7,481.3,120,120,120,120,80,560
4014,f722ae56294555b0914e0a8c10b76e34656f4163,17,M,0,1,2,0,2,1,425.8,540.7,461.6,380.2,100,80,100,80,40,400
4015,e152077885b6cb06b902e644dbf8746068deb2f7,25,F,0,1,1,9,1,,398.3,487,518.9,419,160,160,160,160,100,740
4016,4660662e551f5a4343bcc78d2aae277dc9bf745d,17,F,0,1,2,0,3,1,588.7,619.9,595.9,446.8,140,120,120,140,120,640
4017,3ca263af9e6377b0214225660f0cb0cf515923ec,24,F,0,4,1,7,1,,,,,,,,,,,
4018,224ed1c9d0b3ab9d213873489900a78af59f8d33,18,F,0,3,2,0,2,1,468.9,528.1,523.6,382.9,100,80,100,100,80,460
4019,f37ea4545e881581a20403b3a93f1495b584d1e4,21,M,0,1,4,0,1,,,,,,,,,,,
4020,759105fcbf51be4088c0e0545c53dcc133af1b29,20,M,0,2,2,0,2,3,443.4,440.9,470.9,602.5,100,120,80,120,40,460
4021,da1a1e100612372c0fe4880d70129782365031df,19,M,0,3,2,0,2,1,390.7,408.2,443.9,472.3,80,120,80,80,60,420
4022,334ff658e206f88f64d5072070dcb74adb5a1ed6,17,M,0,3,2,0,3,1,569,597,530.6,662.1,160,180,160,140,120,760
4023,8e8eb96814a889840bcc669a51614868260bfda5,16,F,0,3,3,0,1,,591.9,587.1,579.8,574,160,160,160,120,160,760
4024,759e5ad6cb1b9aaf6f7c106e8fb1d5166ae02559,17,M,0,3,2,0,2,1,,,,,,,,,,
4025,c11a17a73515c842432554030130f15e40e4ab73,22,F,0,3,1,2,1,,528,517.5,520.8,485.5,140,100,120,120,120,600
4026,a9245f7320f5b3e0cd5fcb2fc617dca8bb1bed98,19,F,0,3,2,0,2,1,404.5,506.4,482.2,452.3,100,80,80,80,60,400
4027,031336df1b6427470186c8a47fe8153a3edfa158,18,F,0,3,1,1,1,,411.2,495.4,484.1,411.9,120,100,120,120,140,600
4028,0f35011d474ad7d8da18fba0485920bfeacb897a,17,F,0,1,2,0,2,1,488,489.8,536.3,400.2,100,80,80,80,40,380
4029,360dc849fd0efff0ce6b222abed5a5e2c3cd92f3,19,M,0,3,2,0,2,1,461.2,522.2,530.4,526.6,100,120,100,80,120,520
4030,65a101d8b4c2125752aea8101bd4159049a0936b,19,M,0,2,1,1,1,,538.2,473.7,479.7,401.4,120,60,40,80,0,300
4031,87b399b2cd9a4e52b272ef890b9f898dee7cd0a9,18,F,0,3,2,0,2,1,,,,,,,,,,
4032,f47bd6b630b42f22bb60aa733abad221e80b0b3f,19,F,0,2,2,0,2,1,387.5,461.4,492.4,345.6,120,100,80,100,60,460
4033,08fabbff08fb09917b153b659c74e93227eb88b8,22,F,0,3,1,3,1,,,,,,,,,,,
4034,3c813d9880002bc0098d0c57181631f091a1f5c6,17,F,0,3,3,0,1,,370,392.1,431.6,339.6,100,80,80,80,80,420
4035,bcb171d69242a9794f477378178c860b0e6fe9ac,18,M,0,1,2,0,2,1,420.1,636.7,567.6,373.9,160,140,140,120,60,620
4036,cf8d975b343fc13cae029e6c7a7738936a00e5fc,17,M,0,3,2,0,2,1,400.5,520.5,497.9,359.2,120,120,120,120,60,540
4037,ea409506b6eaa41e29776d6f6603a9d5fe29f48f,19,F,,1,4,0,1,,,,,,,,,,,
4038,c710f489f6e7b9708bf4960ca54a015f052f8b74,18,M,0,3,2,0,2,1,506.4,432.2,451.4,518.9,140,120,140,120,40,560
4039,c047f742bd95b14017255da66d15672105643629,30,F,1,1,1,10,1,,,,,,,,,,,
4040,6f4c9e751dc59c184688e26dd7d4684bc5624736,33,F,1,3,1,10,1,,399.4,540.1,547.7,461.7,120,140,120,140,40,560
4041,f095135d041f96ce2d82ef0eb9c6217b0a93eb58,22,F,0,1,1,5,1,,471.2,561.9,582.7,672.6,120,120,120,140,120,620
4042,c745500ec80e71ce2da7a49860ded1cc325fefc6,21,F,0,3,1,1,1,,,,,,,,,,,
4043,163b91b51d27319c6e53c197a8eb5c741eee5ffe,27,M,1,3,1,1,1,,,,,,,,,,,
4044,cc300346b0d891b8ca89c420d0ab15cefd32e72a,15,F,0,1,3,0,1,,,,,,,,,,,
4045,3fee1163dbb94fb8bb3f91324a59bae9ccf268c9,19,M,0,3,3,0,1,,,,,,,,,,,
4046,97823a1fc6ef6e1ad1ddea09ec9a2031b9328d21,53,F,1,1,1,10,1,,,,,,,,,,,
4047,22a90d9919e6c8dd2c2c40ce73c564596f7f6a10,21,F,0,3,2,0,2,1,430.4,590.8,460.5,353.8,120,80,80,80,80,440
4048,ecab4385ac63d14b00a13ed33d35c402729ab292,28,M,0,3,1,9,1,,361.9,496.6,494,360.6,80,80,60,60,40,320
4049,72c253582c7710b39a8d76a9c46d13e6beac14a5,23,F,0,0,1,4,1,,491.3,566.5,540.8,522.5,160,140,160,140,80,680
4050,df586dbfd7ecd5f0380d73c23d6d83721c749ee2,19,M,0,3,2,0,2,1,380.4,449.8,399.3,450.6,120,120,100,120,60,520
4051,65d33123ca26415a6de5e89af4a0fbb2fafd2bae,17,F,0,1,2,0,2,1,,,,,,,,,,
4052,7027a22f2776ba79649dc09c0409829085772a97,19,F,0,1,1,1,1,,544.5,576.1,595.3,445.3,160,160,140,160,100,720
4053,78b564833855b5bdb52feecb63759e2c670e0e40,29,F,0,1,1,10,1,,558.3,644.8,603.5,479,160,160,140,160,100,720
4054,afa915347105e3dfb46ce8d44282cc4367023374,16,F,0,3,3,0,1,,441.6,523.1,507.3,473,140,140,120,140,40,580
4055,54e645bd3ad450adefce52388d31cdcfff5e3ef5,18,F,0,3,2,0,2,1,538.2,582.3,576,517.9,160,140,140,120,120,680
4056,60902117cb063bfaa005afb88d495c82c167aa01,17,F,0,3,2,0,2,1,499.7,586.7,597.7,461.2,140,80,80,80,120,500
4057,9a99fff83bc464b8e1500d80b388c60206eebe7c,21,F,0,1,1,3,1,,,,,,,,,,,
4058,8d1070899db67d0e399d8e44c895180d8b99e6e5,18,F,0,3,1,1,1,,431,427.6,397.4,425.1,120,120,100,120,40,500
4059,3eb313b6e99889a00c8d6cf8018b53529dcf3f4e,23,M,,1,1,4,1,,571.8,629,573.6,488.5,160,160,160,140,160,780
4060,63d3e726a63fd95bd40ccc91e7d2f797ef3ba8e4,24,F,2,1,2,0,2,3,481.5,477.5,554.3,501,120,120,100,120,40,500
4061,012acfcf489e205649c9d0278e98069699b90e84,16,F,0,3,3,0,1,,416,529.1,435.2,376.1,120,80,80,60,80,420
4062,1e1b01d64644483d13ede88e12c71669f5d29511,18,F,0,3,2,0,2,1,415.8,506.8,516,379.6,100,100,80,80,60,420
4063,cf11ab56b96f58008362fb1d038e0e3fc568fb30,20,F,0,3,1,2,1,,551.1,507.2,559.6,542,120,120,120,140,120,620
4064,a6fffce49fef19f84554bb124446a05aa71825f0,17,F,0,3,2,0,3,1,415.8,495.6,537.3,538.3,140,120,120,80,60,520
4065,bf801aac076e12688573569598e22a8c02d4c74b,18,M,0,2,1,1,1,,591.7,665,606.1,668.2,160,160,120,200,160,800
4066,af2128cfd6da66bbdf30168b9dc3b12de49aaed4,17,M,0,1,2,0,2,1,511,564.6,568.3,510.8,140,140,120,160,120,680
4067,0ae66ff518963905d9d2e0cbb237048da3c816bc,19,F,0,3,1,2,1,,,,,,,,,,,
4068,72c093af92a22505a7434750dd764cb22ebddd7c,20,F,0,3,2,0,2,1,430.4,492.2,501.7,416.4,160,160,160,140,160,780
4069,a8af1837d83ad5ae88516cc78a3c04f3c0741bf4,34,F,0,1,1,10,1,,,,,,,,,,,
4070,4455f377045f1e5790197c68a554726c8cff9f6f,35,F,0,0,1,10,1,,,,,,,,,,,
4071,3098ef8b840785ab31608bb4b653cc2b12c51ccf,31,F,1,3,1,8,1,,451.4,428.8,447.2,480.9,120,80,80,120,80,480
4072,2f6ee75cb90780bb337c4df2c8777c3aabeca4b5,19,F,0,3,2,0,2,1,418.7,376.9,463.8,408.9,80,80,80,100,40,380
4073,7ecb3c405bf92a3be80c870d326abe9fbb5a8300,18,F,0,1,2,0,3,1,568.9,581.6,541,400,140,160,160,160,160,780
4074,38887b393471b1bf2f543e1ecce2c981de90da51,22,M,0,3,1,4,1,,403.1,506.2,543.6,432.5,120,120,120,120,80,560
4075,4d3ce13749f16e1d162acb53d2bf0c3ecd1c78d9,19,M,0,1,3,0,1,,522.3,538.7,610.4,407.7,160,120,120,140,100,640
4076,d4a9cd5c399d69a56adb10f4924ef6e0e43b85a0,23,M,0,2,1,6,1,,616.8,604.3,573.1,657.2,160,120,120,120,80,600
4077,b1e8f3a5241ac5a5fc056a9d32c1b5a58662824e,28,F,0,2,1,10,1,,,,,,,,,,,
4078,8b030d24155bc6ab9375d2f684c78e19e1cd6e58,27,M,1,3,1,7,1,,517.2,539.8,442.7,572.6,120,100,100,100,100,520
4079,ecbbb2009c5f36e37a6d9a8d3c136f524332096b,18,M,0,3,2,0,2,1,378.4,419,502.5,450.9,120,100,100,120,60,500
4080,0a8c9dad8e33d8ee36b55fd8098b1c4a864d6aff,22,F,0,1,1,5,1,,410.3,626,587.4,577.2,160,160,200,180,160,860
4081,918340583ee87fe10d89a62e4b6fc50e590cc386,16,F,1,1,3,0,1,,540.6,569.1,547.6,507.9,120,120,80,120,100,540
4082,7ab5940a24548a2b7d63151c2c0a84984c2ee910,18,M,0,3,2,0,2,1,,,,,,,,,,
4083,ddd280fd5aaf56bf5a4b828e420da387fa15c42f,17,F,0,2,3,0,1,,,,,,,,,,,
4084,671d94376d0e08e0da2250770f2fb3a5cc4b3dc0,17,F,0,3,2,0,2,1,440.5,515.5,530.3,467.5,120,100,120,140,120,600
4085,841760434d491e81d3151ebed052b5d22a2315c8,23,M,0,3,2,0,2,1,539.6,585.6,428.9,426.3,100,80,80,80,80,420
4086,ec5da1fd02390ecff91553bd414c22a06470fca7,18,F,0,3,3,0,1,,387.1,425.4,402.7,432.1,100,100,80,120,0,400
4087,ce8010bfd33e43ccb09071d170c16bebb7e453bd,17,M,0,2,2,0,2,1,477.2,601.4,586.3,412.1,140,140,120,120,140,660
4088,4286a819a239366a5e517fde44a32713705950df,23,M,0,1,1,5,1,,416.6,574.3,493.7,625.6,100,100,120,120,80,520
4089,19426eabdb5fe088ede70234baa0aa36e5979f13,18,F,1,1,2,0,2,1,517.3,564.3,557.9,404.9,120,120,80,120,100,540
4090,0f004dac4aa9a89e24668503c3ef9af752bc63d8,17,M,0,2,3,0,1,,488.4,605,602,480.8,160,140,160,180,120,760
4091,ac4c28d2a6461febd88eac027fd84768a2f070b6,18,F,0,1,1,1,1,,505.1,572.2,592.7,549.7,160,120,160,140,120,700
4092,952a86cb5d5866be8cefe390867ab498e3b90dab,21,F,0,2,1,1,1,,470.2,497.7,473.6,393.9,80,100,80,80,20,360
4093,d0f367cb2e039a6c9890141c253b7d43b0ed420a,20,M,0,3,4,0,1,,,,,,,,,,,
4094,4ce7b851210720bdabb523573da3d25661f7b31f,29,F,,4,1,10,1,,,,,,,,,,,
4095,7c70e3eccece489cd2d5b6f490194d7bf17ff51d,21,M,0,3,4,0,1,,494,454.1,391,421.2,80,80,80,80,100,420
4096,83dd385fe52025bc666c3e9749cafd8173f448b2,17,M,0,1,2,0,3,1,595.1,560.3,534.1,552.8,140,120,120,120,120,620
4097,b99e462583fe604fcee347ee312c7e8159422424,22,F,0,3,1,2,1,,397.3,466.7,422.8,482.8,80,80,60,80,40,340
4098,3eefc93b1a74b119e6238223dffc42e4793f173c,29,M,1,1,1,10,1,,,,,,,,,,,
4099,bf1ad2284555ef77d41b5c3d816e8c66cb96bdf9,29,F,2,2,1,1,1,,443.5,516.3,488.7,575.9,120,120,160,140,140,680
4100,e223898a72b4e2b05695933613cbfd44437050be,24,M,0,3,4,0,1,,,,,,,,,,,
4101,068e0810c3bbb58348ca6bd8976e89c5349f0fc5,19,F,0,2,2,0,2,1,445.8,513.7,445.1,442.6,120,120,100,100,100,540
4102,a3a312e988df9e5579df22c668493a86cef3832e,48,F,3,3,4,0,1,,,,,,,,,,,
4103,a6ad0326ecd26e15a6bd63b2b6c23d745a892485,17,M,0,1,2,0,2,1,526.7,563.2,499.7,651.3,120,120,100,120,120,580
4104,efa5795444cf00cf0e24f70f38a1ff0c1e03adbd,19,F,3,3,1,2,1,,,,,,,,,,,
4105,08d1b34df5ae010dc3b14ceae0d43edeb812ac3c,18,F,0,3,1,1,1,,461,543.9,526.4,408.6,120,100,120,120,80,540
4106,7a9937ac3949abd3323b4a7acd2591f8b330b4e8,15,F,0,3,3,0,1,,536.7,429.4,389.5,396.8,120,100,120,100,80,520
4107,a609d683b88a8900320e27ec909ae8a52d926acc,16,F,0,3,3,0,1,,416.1,486.7,477.5,347.1,140,100,120,140,100,600
4108,c3cd990472d2c609b9ae5870d0a6fd967cdb5881,18,F,0,3,2,0,3,1,426.2,528.5,569.4,412.4,120,120,120,140,120,620
4109,97359b884b85ec06daa04f23c08cb43df0b8d589,20,F,0,1,1,3,1,,,,,,,,,,,
4110,bdf2f18953ca186ed56b94016d4b03c3916621a0,16,M,0,3,2,0,3,1,532,414.2,417.6,475.6,100,80,60,100,60,400
4111,3c82c6bb4cdfb7e43300734189b7abee98bbe949,42,F,0,1,1,10,1,,,,,,,,,,,
4112,03b01d8ca35dcd6fd30ef62a9278d12e570681a9,20,F,0,2,1,2,1,,595.6,578.3,589.5,536.4,120,120,100,100,80,520
4113,5acc162c5423643808ecc32018c99d6f600a832c,18,M,0,3,3,0,1,,375.6,557.7,499.2,469,120,120,100,120,80,540
4114,b83b0f6690793cf0e8d9f8ff3d42174a38912389,17,M,0,3,2,0,2,1,443.6,490.5,489.1,590.8,120,120,100,100,60,500
4115,ca7298e6d34a2de9e800f0b06577c5a5db9ad88a,19,F,0,1,1,2,1,,574.5,673.9,673.8,633.3,160,200,200,200,160,920
4116,a80422f33fa7a9efc407b4b393b31d47fd982ed1,21,M,0,1,1,4,1,,,,,,,,,,,
4117,e3cbaf7c00870574c93eac735efdb8980a586328,35,F,0,1,1,10,1,,,,,,,,,,,
4118,5b1735cfa281ea82744fe7c9b3c25f741aff0879,27,F,,3,1,8,1,,451.3,371.4,456.5,431.1,100,100,100,100,60,460
4119,f845ba4a3b50088a352c17dd044e40dc9bb9df87,18,M,0,3,2,0,2,1,418.8,450.3,432.7,514.4,120,120,120,120,80,560
4120,9ff61fa0515e647cd72f114d173f34bb91eb2023,17,M,0,3,3,0,1,,477,454.8,504.9,380.4,80,120,120,80,80,480
4121,7a30b7026db96678c52222c62b284ff66bd19795,28,M,1,3,1,10,1,,,,,,,,,,,
4122,bd007fe774fa578af012a5cbca1acff55585d807,46,F,1,3,1,10,1,,,,,,,,,,,
4123,f8257b51648b2413de399a1a2a5b333bc204e5f4,40,M,1,1,1,10,1,,,,,,,,,,,
4124,eeaf7b4e606d70197f33b51e2405993ae8463237,29,M,1,3,4,0,1,,,,,,,,,,,
4125,5f777ce2c9d860b7b8e8eaf47e6488858bd2e2c9,19,M,0,1,1,2,1,,,,,,,,,,,
4126,5c70d5615bd1ccb4e83e08bad257d9c90351f47b,17,F,0,3,2,0,2,1,400.5,568.9,538.8,533.8,120,100,80,120,40,460
4127,12aba7255bcb0e3d3b05bfac141bdf1c5f8490b8,28,F,2,3,1,10,1,,,,,,,,,,,
4128,dd35cbfe9df04e6a33db613f65bcd7af550cbf07,20,F,0,3,2,0,2,3,427.1,485.2,468.4,413.7,120,120,120,120,40,520
4129,e9697a7430697a53c98488e8b69a555e08119296,17,M,0,3,3,0,1,,453.3,496.2,393.4,430.5,0,0,0,0,0,0
4130,a8964ddd0598a59573403bced8b18bd3e63817d2,17,F,0,1,3,0,1,,458.3,539.8,532.9,645.4,140,140,160,160,120,720
4131,d9c3a5ffc6968ffe2b9f596c5bbbe1d5a78a8eb2,17,M,0,3,2,0,2,1,469.9,499.6,,,,,,,,
4132,424f9fe1f1e8a424824a3cc74fc9b5ece8893eb7,28,F,0,3,1,10,1,,441.2,580.8,503.7,344.7,160,160,160,160,80,720
4133,7645bfbaff10a2b20dd7cdb3fe76f94f2f078a9a,45,M,0,1,1,1,1,,530.1,617.1,586.8,630.5,100,140,140,120,100,600
4134,e7fbfdf0a200f0a15a6aa1472c00d917a564a1fd,17,M,0,1,2,0,2,1,612.8,612.3,607,493.9,140,140,140,120,160,700
4135,518552b4c701810b496074b9beae355c13315152,18,M,0,2,2,0,2,1,411.1,519.9,450.7,512.1,120,120,100,120,60,520
4136,b0e3b914066dad532be1a137dfea59b7578e4587,22,M,0,3,1,5,1,,,,,,,,,,,
4137,c9a8f3ae3130c25133c664a8821e00cec8e03e3d,21,F,0,1,4,0,1,,440.6,528,548.5,497.6,100,100,100,80,80,460
4138,cc60199e4324178834d8fb470fb50b8799f4a660,19,M,0,1,1,1,1,,529.2,597.2,535.4,713.1,120,120,100,100,80,520
4139,02549cef6b980bb164c6ecde8aea86d2408bbd16,17,F,0,3,2,0,2,1,493.3,576.1,564.9,507.8,160,160,160,180,120,780
4140,5afd4c0872dfa6decb421769648d1c31d0140827,18,F,0,3,2,0,2,1,504.3,571.6,539.2,526.9,160,160,120,140,120,700
4141,12ca616b5185bd77c637cbee1fb2bee0615aa22f,17,F,0,1,2,0,2,1,434.8,558.2,511.2,474.1,100,120,120,120,80,540
4142,bf925b593c941af34671fcffae23ff7cace8c58c,21,M,0,3,1,4,1,,397.1,463.6,384.6,436.5,100,120,80,80,40,420
4143,cf68d2e45ee861629eb9f16acd9c8cf661a806b8,31,F,0,1,1,10,1,,555.9,579.1,572.3,565.2,120,140,120,120,100,600
4144,1ceb93e8bd0e172bade66f28f6ee5037e3808dcf,19,F,0,3,1,1,1,,434.4,536.5,519.6,391.4,120,100,80,80,60,440
4145,76aef63df390bf06a1435be8589657b81bc72220,17,M,0,2,2,0,2,1,492.3,583.5,536.8,550.1,120,120,120,120,80,560
4146,3dfb1ecbe6217c8a2ca338cd62257ad400ea58af,21,M,0,3,4,0,1,,,,,,,,,,,
4147,dc9a5b187fbdec4c0d5c7da1c7c40bd0d8a202e0,16,F,0,3,3,0,1,,442.4,560.5,465.5,366.9,120,140,120,120,140,640
4148,8127a743adac6b972a5fdc7db57ac1ad3f26b9f5,18,M,0,1,2,0,2,1,568.7,526.9,566.6,451.5,120,120,140,120,140,640
4149,d7ec2a8c465d44a21f4a7589d6da83b41e50b8b4,19,M,0,1,2,0,2,1,472.3,453.2,436.6,396.9,100,100,80,80,20,380
4150,0af891db27571d4a9711b2c0d5f4a3721c44d096,20,M,0,1,1,1,1,,395.7,519,468.1,341.9,120,80,80,80,80,440
4151,9d51cccdc060a8fe69e5851a80eb5cc467a6e497,18,F,0,1,2,0,2,1,585.6,628.8,640.3,557.9,160,160,160,160,80,720
4152,d6b108e51452648f4d6a2f5ffbe7e98a623c132d,15,F,0,1,3,0,1,,415,499.9,451.9,376.4,120,140,100,100,60,520
4153,30291d206507ed9e9372d86bcbd33d7c96624383,28,M,0,3,1,9,1,,413,488.4,472.1,380.8,80,80,80,40,60,340
4154,685ce3071f080495d0b0db0160b8d03ea9b79f4e,28,F,0,1,1,10,1,,,,,,,,,,,
4155,d3d738d3769a9c9c66891fa3034acb699b2d67fb,19,F,0,3,1,2,1,,446.5,533.8,473.5,505,140,120,120,120,20,520
4156,44984d3ef47200c00e2ef10e5ca448429ecd7684,22,F,0,1,1,2,1,,400.8,401.6,436.1,379.7,120,80,80,100,60,440
4157,274ed3e36f5248e801c268d016b0b0ec4f655f44,18,M,0,1,1,1,1,,,,,,,,,,,
4158,0971cad360fac4e9953a4d3b82eb9e91e099a34f,19,F,0,3,1,2,1,,522.1,547.1,565.2,478.4,160,160,140,140,80,680
4159,f75e645f6ff4bba30a434f6548cb029ec6074f18,22,M,0,1,1,3,1,,387.7,487,422.1,568.1,140,60,80,120,20,420
4160,1598153cbceba1f24efacc1e5e704eacfb6560b4,17,F,0,3,2,0,2,1,486.2,491.7,538.3,442.8,120,120,100,120,40,500
4161,fa30f7b81c24cb0da4d9fa2c7a2a4951917456cc,20,M,0,3,1,2,1,,396.1,480.1,488.8,366,80,100,80,80,40,380
4162,23ff61502346d0d1ac188b61f06b465db47068b8,15,F,0,3,3,0,1,,420,345.1,454.7,396,80,80,40,40,40,280
4163,d1216cba5166debc9f583adbea26f328e87b08a3,44,F,1,1,1,6,1,,,,,,,,,,,
4164,ad99480329a1eda093e3c89785ef73d1f1a109b0,17,F,0,3,3,0,1,,490.4,523.3,457.1,463,120,120,120,120,100,580
4165,b8deebc554da7fbeaa2a25fafc289a0b0404a049,19,F,0,3,1,1,1,,562.7,557.3,489,388.8,120,120,120,100,40,500
4166,1e5b48e722f3ae46bac7da1e4b79a819d53d3e9a,14,F,0,3,3,0,1,,467.3,516.7,524.4,414.3,120,100,120,120,40,500
4167,a84f55ebf9482933b03bf528f23a9be653b77cf8,20,F,0,1,1,1,1,,,,,,,,,,,
4168,8dca7a9dbe050eeb4fae49bfb94e66d84b543ce7,18,F,0,1,1,1,1,,565.6,658.1,625.9,597.6,160,160,140,160,120,740
4169,8981b99c2d84fa1a171f641fd18cc1a6ca45d861,16,F,0,0,3,0,1,,525.3,597.7,581.4,594.2,140,120,120,120,120,620
4170,1094096d10722c6112d839d8787c11eeff4b54be,22,F,0,3,1,3,1,,,,,,,,,,,
4171,8aec7bea771c8c89b68a354492fb5db42caec618,17,F,0,3,2,0,2,1,540.8,554.3,561.3,573.5,120,100,100,120,120,560
4172,c10924b954180578f11124bdefa641522300ce42,18,F,0,2,1,1,1,,582.5,597.3,590.1,571.6,160,160,140,160,160,780
4173,3d2c25ce816da42faabf46a4b3848f102e0ffcb1,18,M,0,3,2,0,2,1,417.1,479.5,471.9,377.8,120,80,80,120,120,520
4174,5991308505954b85f0dbf687e807042ee72b5ca4,16,F,0,1,2,0,2,1,386.1,538.6,548.2,527.4,120,120,120,100,100,560
4175,cc7146d91ef81050c97b55adf810174576a57b37,27,F,0,1,1,9,1,,563.8,534.9,550.8,447.2,160,160,160,140,120,740
4176,fd77c9fdc7b7aca596a483016dff4fe8da699784,18,M,0,3,1,1,1,,494.8,515.7,,,,,,,,
4177,404714ab2a37447093a4276c20eaa67a7e979c76,39,M,3,1,1,10,1,,557.3,549,546.2,591.6,120,120,120,120,100,580
4178,de48a32bbe88e6a93831fae6cc31665b8d867c03,18,M,0,3,1,1,1,,,,,,,,,,,
4179,4ba0b37d5be77a3f339ad572de22aa0d3e3affb8,19,F,0,3,1,2,1,,495.1,598.2,602.6,491.5,160,200,200,180,160,900
4180,42bb2e51e65b0c67a855d34f9942b11f65235b2e,17,F,0,2,2,0,2,1,402,437.4,372.3,353.6,120,80,80,120,80,480
4181,9fddcd5f6ef41690cb8e50991d3ee1ed328f6002,18,M,0,2,2,0,2,1,438.9,421.2,459.5,421.3,100,100,80,60,40,380
4182,5f99918fd0ab42573d0627b613e54466b7d7d941,17,F,0,1,2,0,2,1,,,,,,,,,,
4183,5ff6712852ff4cd3e720f0e9590029585a6f484d,24,F,0,3,1,6,1,,,,,,,,,,,
4184,62e60115b24e3b90035436ef7a1a0de5046c7e46,15,F,0,3,3,0,1,,435.5,525.9,524.8,374.7,120,160,160,160,100,700
4185,75a5779cfab3ea694b531b2f60b7ece49cf57335,19,M,0,1,1,2,1,,435.7,493.3,443.4,472.8,120,80,120,120,40,480
4186,828000c4057e08b64f0658d119fdc2940b1882ce,30,F,2,2,1,10,1,,,,,,,,,,,
4187,c9453f1c961fad1533eabf9710cf96ccccfa807e,24,M,1,3,1,5,1,,497.2,619.1,525.4,542.2,120,80,80,80,40,400
4188,db3939a8ab296826ec6e4cf7add8cf92a6a19dc5,25,M,0,1,1,6,1,,,,,,,,,,,
4189,09cdb5eadbdccd0cb276f46013fce751666c7097,40,F,1,3,1,10,1,,400.3,460.8,384.3,449.2,120,60,60,120,20,380
4190,2afc8e7b0ae37a83441aad62877d665353b5364f,29,M,0,3,2,0,2,1,432.7,439.3,427.3,573.9,0,0,0,0,0,0
4191,d8804d731988e272cfc85fb5853bf3b12edbb25a,23,F,0,2,1,3,1,,,,,,,,,,,
4192,e5c8a1380380e8dc77136635cba2b88ccfdc3783,18,M,0,3,2,0,2,1,393.2,393.2,426.5,384.6,120,120,80,80,0,400
4193,5468bc68ede144e7d83eb1a810d1e09671ed6d2d,20,F,0,3,1,3,1,,576.9,540.6,488.7,508.9,120,140,140,120,120,640
4194,2979f6b52aff2463ba0801687d0a14db3cce2c2b,18,F,0,3,3,0,1,,418.8,421.1,432.5,365.2,120,80,60,120,40,420
4195,ec9cc9e700727c80201589966b6fd6cd268451dd,17,F,0,3,3,0,1,,,,,,,,,,,
4196,a0ea9ca73a335f3d51bfa9026bbdc7f722fff1ed,20,F,0,2,1,2,1,,426.5,591.1,565.8,472,140,80,80,120,100,520
4197,36106371bbf23deb93e3267dea4f1f6e7a05516a,20,F,0,1,1,1,1,,503.4,573.6,566.7,617.5,120,120,120,120,120,600
4198,eb963ef2d89f9764defa9f80590f9cdf046cd39a,15,M,0,1,3,0,1,,664.5,629.5,609.7,736.7,160,140,120,160,120,700
4199,e41286b71df0335b1b36eae7db6f7a2d45306e87,17,M,0,3,2,0,2,1,398.7,384.8,374.7,435.5,120,120,120,100,40,500
4200,1ec90b442c412989b7ee2e59bc70951b31e3f407,16,F,0,1,3,0,1,,409,493.7,473.3,496.8,120,120,80,120,80,520
4201,9c23d83ec4243f4397cde82dbb0ec6f71b388c6c,19,F,0,3,1,2,1,,506,545.4,526.9,450.1,160,140,120,120,80,620
