,NU_INSCRICAO,NU_NOTA_MT
2312,fe11eb3740005701931aba6ae42a0176c3b7bf94,624.6423272557736
2314,f42ba849a8b102e802c1d4eb6471114bdf2c92ca,458.5085167550153
2315,0e0f3edd6942644821f3a524324257f3a073ca2a,466.24037072704925
2316,23e0b51ae405dcfdbf9b9916f9e55de4e3db6aff,474.47820756424017
2317,f276df735911779a1ff5d835bcaf6d214d3effcb,459.7693715061051
2318,20b09a8ae57394e6cad0a2dbe1e436fb41430166,472.7488548429504
2319,298bcba6ae69f6f7d31a68dfce32acd5b1420b65,529.1121943183384
2320,6caf3bb3d3d47b7e0f94d38d2a9df42983baea52,480.9373933887963
2321,f948ef2230e786ef593c7c4a86e47620453ae8cc,517.8368662652215
2322,eeecb5149ff0cbf59351b2a42b5d71814fee6158,497.2738627076622
2323,ac2e0816e652cf5260cb45260a9db9a29833b15a,507.136437605686
2325,1a9819a1016e7e93f904c44fc6941801552e27fb,401.20647020318705
2326,2a13cec7699aceeeddef567b3cf896c1e9365cab,551.1971058951146
2327,62ec1107cb4bd781ac13c6e4e7a0e44f27f316ee,452.13503701248726
2328,a3d09f8b1233436ca38409f8c2127f3a57049cb3,478.1072175254493
2329,2a289379a56b3fccb4f825808cb8cb62e3464de4,528.8764468486288
2330,14a62b2ff36bc2ba66fcb6b4a2401359866b1435,479.27564067075167
2331,f1f40995a03ec646ede76673c4058d4286ee5d86,672.2235766173364
2332,ea4d2f256b094b4414574ea67320c3e2204fac10,475.3417637480861
2333,205142cfb5053b476483020f0128e68d0ff66a4f,467.59976303294366
2334,974537a130b3e5947e0d114c2624859b10affa6e,531.9195592609244
2335,511409d7b89bbdc33908a9f7d8a88281725d30f7,641.8424434598078
2336,2fffc2354ce66a2749250070ce91113dfb3d29eb,449.49975688724254
2337,8ae80d6ac3e2828514467c5b6388ea1619ef001c,506.37692383785117
2339,f5187e928a06df7f5893dad371d369addd05a751,392.56938617481035
2340,e366080005222df476c35a67b0e008005e41916b,424.8045451462709
2341,c1fa33596abab41bdd213972ae7f9da1e6c4c279,396.97014445225994
2343,4eddf63f1894597b6fccb444d0b3af2fda07408f,534.1770434101772
2344,98ed70e91cd47bada7c7e04874e67081b9c0a0fb,444.2015259495136
2345,49350b0634798bde6649569eca496786e5d1bce7,576.7114553573526
2346,e046ad101fdafcc2bff2938bc966371938895165,467.6182878431818
2348,722d97009100f6a48bafc0d06bf27c4df3d9d0c3,529.6695237336705
2350,9b674f2aa793e02aa4cc1014cdf367ecb60b3553,630.0080069094124
2351,803162024415686a9cdd15cbce5ab265be727de1,429.0149253763398
2352,18c31ee038a03d960fff336e75fda48d49c13152,475.12227159280667
2353,2f4d0ba8b7960ef522a09e027c2e6b6205497075,436.4501707292283
2356,dd97e0ca3de4a5b8a02e78270b75ca0ebe203ebb,498.077637352139
2357,1e6a6af52a2b0f254f198fc26312b8c47261aeba,412.70334174203634
2358,188cde61038965b9bc1c874f7d81f3fd7c3815f0,665.6044430303593
2359,6a2aa4caed6c6be94439dcd364528079b131287a,472.975340898411
2360,c02439fcc09f72a19a3bd4e42ef9abad23b96f5a,499.8713256892385
2362,12357b2bb019bf1694ffe33a3218bd3bd54c45cd,500.9999857903512
2363,d8c79f03dc32ca0d7453c7d1f0ec0447d79f7eee,414.52747520147506
2365,75b7f61b22b17fdcc865fe1a75238f4090f25d7d,445.94469287041267
2366,92d49b237a1812dc06948114e9d1ed2ef1b46768,590.5024981622848
2367,7a48ae2165b2829894c952ab60838a7af20168e0,490.59457755999796
2368,1ad51bbf7c21c610b0ac548d521f32e674fb524f,463.45153146238357
2370,835ce6032947fb96ecde73b33b6caf66ae4e556d,508.80776401101576
2371,0d5812d99dfb4e0ed04dfd964ecaadc8ac088468,493.42344354155256
2372,425f9cc3da2ba9f7456741f422840246688bbda8,388.1846824664777
2373,b6e88ccc0391dece267c4d9b48c44490903b46b4,454.5799444659537
2374,d7629981932ce24db6a7b5b517fb45a596617b38,545.1042684412462
2375,310c3f8dd45384575fa7e50214be3bdef8544d34,573.1344374123346
2376,53d44c22cf452cc8853c229cf25fa07a2abf1f28,407.50810765642444
2377,13eccb901c037133fe76ecbbed58904572ff2775,483.23880228900447
2380,abc18711518dabe7e3a5b7baa7de479630772981,542.5397757643177
2382,11c7926b1b620266e2bc1fb8eaa0197f3f9bf9ac,467.0941694338277
2383,86c838eb84d6b2b11398ebf5a2e4702e1abac79d,433.39642646844453
2385,cfacab7dac22d85fa964377ea32b4be78a3b648e,467.4726584747021
2387,dafda14a14ae17b06457a9c751ca709641fa2a43,496.4408519487077
2388,e254342fabb9a77fb9d3e975a61a3e30928adfda,555.5776537030602
2391,2983370b79c09bf78418e4335e0884bb926a5fb0,458.5179254808394
2392,0807d301b8c5484c9bace1f909f1e76b8656c91e,526.0131085158466
2393,4816f04ccbaa1e4b65de8f216a428e1a35cec252,402.7235813438023
2394,00ad5d5600298c70d3a4511ef2e84a483bb22c86,403.66583818666646
2395,7b807ff1f62f5e196af28f0b495c359dccba903e,454.2009596024691
2396,3827e819a620d8f9a085c22cea412b1865aed0c7,458.4937557866319
2397,8f8c6bc5499c24cda37005caa310b7207d7801ed,585.7256061079797
2398,5d26e9941bde49a3523668999ea53f4cd6d7c9e6,411.250698855476
2399,da2d48a8443b76c28d3073a76005e912d2e152b4,575.9868560507632
2400,3e5fa0fda2258366ec6de455735875bd7a86e30a,426.4775826710985
2401,9d8fbcca019a71a67c870dce2de462a019da9c69,533.6620962495595
2402,3dfe82e880147acb09c7170075a65b923c53b6d0,484.27089275784675
2403,c6b1200a3cda2550da02561106d01d043db73a44,394.7261846613366
2405,17a85e2166e19b1993126fbff01206beae738a06,648.9560193419234
2406,ca61f22d18a2a12d4b334bc0886508a65fd06cf8,469.68888657417386
2407,9f9fc65511e3191de84d8ee129a1e499bfaeadd0,482.1606071522142
2410,0ebc697a57f14982a84f3eec580484644f6c000a,506.1649827145645
2411,bd507a7d96c89d9e0991798a6f9e7e452c5570ad,421.7590719704827
2412,d74bea2e5f86bd313b6bb7907a82b740c6f18e1e,435.76389448732147
2413,446ced3e5fde8d61781304cb4e9e9fe131628a50,579.8590120912027
2414,8e02a8d2104547a599667b38312691bd19b3bb05,474.8631821059871
2415,e490a4b077b1d2750db453b48f6ad43a55cbedcb,590.0916833907265
2416,e4c9df4005db1531039b317e86eaaeac4b06c4fe,563.9065986352934
2417,85873d5f8b0edad63b2d5be9ddabc89dd2ddd1c0,407.1770148193838
2418,281fdf12804aeed37efddf06d2f156149fa25757,489.6151497676206
2419,b0bd0c8160b84d218958b30bfa84d36ae2eecc1d,561.250558624017
2420,87fdb4510def669e4fa6434518d67d253058d250,457.67117837624096
2421,e1e7281374350c1d8823d83d22a4f29aafada269,523.0658504836135
2422,9cb8f42151a04431bca0fe29f4f8b9474ac6173c,470.24087150685494
2423,6769b690480fee480998f11ab1791b1ac6ea398f,547.0148696440476
2424,1e2bdf3db4cfe8a735053ac6fc31928cfe675822,607.7367934661586
2427,ba2f1709027e9bf363be7f6de512132f7d4af757,493.4230104930536
2429,0282178843e3c4cda6f4396d0f77ddf4dd5cf8ca,425.35681864350255
2431,6e91321e228d6d4dd87f9730a6551d72b33931ee,411.342622448852
2432,1e48758bf7f8af48969afa1e56ffee66f92f41d2,466.22938022012397
2433,78ce05c90219380972197a06065cfb5a684f8b86,504.0932564129934
2435,d1937748cc2c90942de393c34c2255137c803eb2,506.1268634055054
2436,c133dc2945c16fb60ae37db0bc7743959f3da3d8,379.8921768339818
2437,83fa6da48f33782c6dcc3ff3a64a94022221df13,383.7622004965945
2438,d26a47079931199956f0b05bd3dcae4a0273459d,418.44333378667574
2440,d302df44c6e15373315852331ebd3b6dbbb4f2cc,606.247653602733
2441,7c75c93b5545fdd9e5beb09c956a693548424643,405.8151087510168
2442,85850927c26adce658c878c72674532ff1355a0a,484.59348902703886
2443,d1244777ca02ba8c470c11d07fd4d1f1aeef2841,477.0338946203685
2444,ffbae0ca9e948254b873fc862b12fe39957058e3,478.41084318209823
2447,b96064b65630b4832f20c47ce3b7ed5f9be9a052,465.3824444149842
2448,f15ba67882369b617b42295b716c82d8e5af5c70,607.714818613669
2449,4231b98f39f34149443bd70a4ccef54336a925b1,595.224781281637
2450,f35249833d1bebb70b5fa6345904cb0e3f222600,607.4844794708781
2451,407d69d21909f9944c6ae17a2a3266993b2a5846,538.5527114576469
2453,e4af0fe1eece28c3316bdb5f7859e0555d816adb,561.419594074986
2454,01ece8c37e9e349da24020b3a914426b212bf893,537.579164111082
2455,e2340afbf8f44e672546d21c55a7f16918540ae5,525.0359080674857
2456,b2e5a9e7f53f8f9a8078a5bee7ec6a981a95856a,485.0084053664042
2457,fa6c1cf41ff915d405e1f65f10f564a117baba9d,532.017335714617
2458,95b67d2b35b0e9d32ffa518017824bb909f823ff,601.5135468956105
2460,038f4ea50e490ef4dc4a8a66d2a938fb5af4cfbb,582.3874208864484
2461,8b7d82c481a6ed4a1c5d0ca8012da250be2f0d6d,419.12117168116146
2463,e764e0c5d6420b20733cd195050ece92813088a8,464.9946451666226
2464,5885904584fd96c4b81b1c7dba12d3069f1279e7,468.1243658975148
2465,f3d828523fb53b206d38e0d6c383dcb8386fff06,475.53417367984537
2466,129760f8a10b98f61fc894a2643cae4cfb0bb4e2,455.2101080031665
2467,d93f82953b232e32f09c49980023a6dd5190f82e,407.05484742732756
2468,ebb32cf7d8b122a5dabd41723d31d834147b0944,434.46630188450996
2470,7ede2e4d7b38337e9819adbcd29f493efaf1422f,457.6220639939031
2471,b9e4381ea0e72ecc8e3151c5aa12a1eeb6f71ff3,434.7274630309301
2473,4c655a6be04f11039d8691c84f32a127aa31302b,454.18938075451746
2474,9b11807d3cd299ae7c4673b996efde237367869f,465.0740447064439
2476,e8f1b07f87537cb6dfa1ad1427023dc333615908,457.18816387401813
2479,6b6eee04163a5cd03fd3b7ae6c5dc1aabe77be1b,628.7079439521606
2480,ef18490c7eb36b305d531c27369096537d08755f,384.47097265235607
2481,c69a7ad481dacbef32e5b399675ec26c653c0983,504.49996756266995
2482,cf762d282e71afd27f192bfecbea9deecf0e48dd,404.7317262093215
2483,8da0e8a66b166af3fbcc90b8a3648dc4ce30ca66,463.61053794404654
2484,f97331e59feafd161d011018f9c74fba1fae199f,543.6966059873232
2485,58aa87c8d62f7e274075e201f0321699b63a2449,490.3642176338548
2488,c098d4843d7e2c6f092659d6c7e856561e1bf965,443.59291319434504
2489,69b82b274c4e45630e076443ad0f92022d55f561,522.887321935041
2490,88c09b0e47df70ac2a800ee9356c07c149e47965,527.1547745340044
2491,c0f03ca18e52b127c3c65c66ca3e9ee8338066a9,481.17281765572915
2492,130552305b1d235736ead954f3a39a31a5e26a85,502.89399511789446
2495,38a2d03c567e15017340fc668151031745829f6f,433.64160694704384
2496,6ae74b2f1e84cea7bf8f3cae68aa0233fcf0d064,517.259849548559
2497,f34367830fcea24bed44531a21723c743aa23388,410.55153339187837
2499,2947711097206170cb5cfcad8b3264e7d46cf84b,564.7935594836815
2500,e62a7ba6f2a93d3ad7f8762b64b4637d687fc2f8,397.48000114795843
2501,4236bab9aa4fda581822d73b2673e18173259236,577.4954245990848
2502,8b74ecf4de459564720217586afd122cdd9a8dc7,376.5004526366123
2503,3159104a8cb51f88391d02e5679c7b8164e3cf3c,413.1219819553568
2505,ea71616417d91e7c2de90e3cc7e429379b8cf720,517.2445253200785
2506,b88b2ecdda851269372c7abd185d062a7e6d2c06,532.2087595559128
2508,6a0719a5fb508494cab0f47bdd2f92e2d5d0572b,409.91323826906284
2511,d945f52c48de4820b70d2ff189e79d3533d6ad19,479.35742541596306
2512,8fe2c10948fd33bdc81b52c706b0ff35eb98363e,511.94694080014705
2513,52feee56c52b89353482d8ff79596da74721397d,464.5936873144997
2514,4e18ab8ae4fd83938f5494798f508d5367cac2d2,446.4757028009113
2516,8cd4a434960e502f24fc78dc6dec07b6f334b4b5,429.8746671299095
2517,a39c1a2900822cc809183f0ca9a5a5fb7b3ce78e,427.6719403389271
2518,54ff102165b4e93fac3b1f5da7f71819da23748e,428.8109455526267
2519,d4b5ef6763f16e3d4ed198c2fc6b08e7b7a4b813,413.9977284545105
2520,2d5560d6dbef33600be60952b3aca292c59ea7b0,472.8399205154805
2521,980beb6549cdfb6c50c021ebac3193ab8a767283,419.92668123143625
2522,49ce40d232d573f1b4c2dedaf7d62b51a41f376a,380.9403562264843
2523,976c956801b752be72d06bf859a82f6f8d81f125,456.9619622090792
2525,18f200b076c037a10fa275ac170a70490f5dfbb2,396.9909843662072
2528,cee30066639835f12782e9590849ca897ac1b171,594.8721429437148
2529,18130c488765f063eceb9fedfe87e7cdf2fbdb0d,528.1059535841155
2530,0181d96df3733bc40c221a488d453f150d34d829,490.2497632368741
2531,c9d8c520f64aa59e3b241482268d5071698514b7,477.42739821497855
2532,e4429cb4643af3638695f52912a9594f6bb5254a,466.6976056645048
2534,31b7a6f4a7402a43e668a2c7ced72e1a14bc1d79,557.5341063859546
2535,23aa1ab1064be4febd0b0e54f239176bac13d4a2,545.7971731616005
2536,813c8241c45c9baf7cc1ecae80a0690059c3d99f,552.7383171631438
2537,27ab51f4028992f4d54134a73a8bf348d9d8474a,456.53972935498956
2538,e3243dd90fbcd04e7d365b99f8dc3ff3ea632333,498.9917734360686
2539,4b213cf1f92a34b91d49d99d859efe8a2914694d,522.2177422891937
2540,63393ce3741aba030985130fbdc82348bc5c964a,488.1198533792346
2541,a0844cd384bb27f263b50028a152e1aea6f3041b,481.2591701852092
2543,175d6355ba4120e9f46ef8095cd0a6e3efaef2a0,416.76669875233324
2545,d0acd5258d606e92178448427c5c8b15ab1b4fc8,571.4616494795252
2547,97b06064bbe6f8ef5c82aad4c36edd13027bd276,502.818992251083
2548,f797a3d3f9d36a2e6aa58777fda7860cbb5d45ef,394.9862260889358
2550,51e6eb7de613c8b30620286f5c0f462e81001120,405.78502345400943
2551,dbe6f4d0215f8d89d4b090cf67852e6b2d41f557,463.1697177741108
2552,72fb4a27711b359a6195f60a1ecd7e363180e008,491.92572220976575
2553,02b14c28322ce1f776ca1ba0ea56a9964d681fc7,426.97497594435106
2554,39d2bd056fe559e69df7f1ee9598823180c8f7e6,449.34876403012976
2555,149b7dbf924bf41b3096ea7e2479f7e8bf4723dd,525.614528170416
2556,449e100c1d2dc0a74be99f3aea887ac2c80af9cc,613.5724434599074
2557,a619a9d3ca266f111b5d1a0a7404ac00f89453f2,452.1554199424859
2558,4a514b8fa6795dcd5e14ecd1c907d540244f637a,509.72252318123725
2559,1c4cf1dd3a08d83a4d5e05551e6768f0ac277f82,466.7593467810547
2560,13377ed3698676358403b48d0eda8c7ee1d6aecc,607.567618355512
2561,0cc31c062cd6116dbd107ea8dcd2e65b2bf720bc,462.49110003249496
2563,ec4b170cd9fec2885fdc24b4b54c2dea7433af59,483.3221288498374
2565,ffd73716669770ef69fb5db55c040b4bf9ca8876,502.0673607459102
2566,d4348ecffd6bcf2240a87e2894b44b060871b4a8,496.810210981445
2567,a0bad05324fa944b2f9f9f423b24dd4c0b8b9267,397.5447149830129
2568,20b0239ad3768ac025647a4114172ab3732b56cb,600.6108613970068
2569,e4fce8a6574ac028ae294e2df0adafbc01cf0d46,431.7207640884164
2571,df2acc0d65eae18026825eea094d5860a7596d0b,624.5745607413132
2575,450cca333151ec503717ae505d19a34e1eb101ba,441.9284076530959
2577,5f3feabb95a247d3256fa6c1937f9a3fa5ca9a00,407.99521244378866
2579,a7ac1df6dd2c56c6de9223a7d79b2e9d2a0a054a,588.743819911819
2580,77b19663f69d3e984be73a22a31d776e7c04c45c,468.2894272935161
2582,54da87b25a92c3b2315e1a6120398c2712416a14,423.5857505850559
2583,33e5ac627bb4d6ee3a31129aba4cc86b83d8a0a5,458.9987220095869
2587,6583c26f055db28ad39587d7222d4bb841e8ea67,484.4318052086758
2588,db9fdf021693e9620c80ed9a4d414557fd6d19f5,367.9300284544688
2589,bdfbcecd2b9b0fb6e0ae83cfa0fe31aa8d697cae,561.9855102763563
2590,a16fec7d39e6888925c45547f002554482b7cdec,378.9316244172963
2591,dbf3c924c9e7babdc4b0be2ae7ff7fb193a14596,433.7572954415497
2592,422706a8f501b893c3afcf0568ed96d27e48c23e,486.0394707975569
2594,be5ba4c4aa6628688aa6402e8d97c28ddad1681a,487.3477690793266
2596,57b58443cda566f5cf3bd4e500b8623eb9709975,537.7938154115711
2597,1276389d1bedd7bb0349f43ae9f1b45d7e07a900,428.1492966407379
2599,e19c44f83bbd09c6a4225663c603f66d32b8edb6,459.21001081461924
2602,8c000f24fa59f6853dd3934d184bed253ad81c40,491.2203768003498
2605,92d26d442aa39811a925e409313c2155c70bd207,462.5982423817067
2606,9b23673b3ccac52dcac8db1ae1e1940c04cf9f3b,559.1055702960423
2608,e0046f52481512ec10030f695dd3d56c14963819,562.4475841574219
2609,4c3d0438add4c03cb81a25c5eee309226aa28053,459.08152194942664
2610,a6ccfd0a72c41402e21ee1249bee9555d0f6ca85,524.2747215461441
2612,0ae9567502f385d06a8367de33e93952a2ab70c0,510.3611952256993
2613,69d2ddc8bdf8d604a71a2752b116907482329a27,391.5962491747874
2614,a1203344dc3ac6e15e54db1b21423904cdd91800,440.70809309299113
2615,c759ad904d22197f1cf3b5ef9e41ee1609513cea,682.8706384063171
2616,9c116780cc06704304d288d079076f160a17e16e,492.9283817623378
2617,5ec30b784da3aea81e18bf21e7892e19e48bfe8c,428.41697164741777
2618,29ff45ccdb3218636888020586ad0937061d5fce,542.6362203639105
2621,42e41941b2e875c39adea29e0316d4463b645bc9,559.3398715790577
2622,8bd03c9e28441366b398da85e8cc788bf1cae5e6,428.35296051607617
2623,3ace49b9611aa1c405b2c02d2a901e6b444a7b01,430.30571682725326
2624,c5a416e9d46068859aa2aba316db0653b8bfe95d,421.24578034101626
2625,79241e179af88eebfc54cb143d00a31f32dc1543,401.4855542794466
2626,08388faaa66a1114f5c9f268f91604a87c53bc1c,398.34595520233574
2628,755163a5846bc975b2f56d173b8d007274af14e9,472.06344714564165
2629,9dc8176b2b435cdabef75b6bdba80010da32bdac,474.03321968705967
2630,db58077a6d9064040df91d4c211f102003d2e1e2,455.8940815294167
2631,ae74666fdb53a31eabb98ff1f8be09c01d3c90d9,530.7849165388068
2632,16397992b0106ec27c19b528b0e054cd177ebc22,556.9530442899181
2633,ac31ca75101445def2cf48e297b8928655378167,423.9815815839597
2635,8fe81ee79ae22a3b9cd83a833861e0970c565c29,426.0887666310417
2636,2cbb5a6a737fe9b8cd65c28132dc0f62a7c9f932,543.3515530832624
2637,172c3201202c7da0b9a8233e72fde6d0c6f8d388,454.4883054112552
2638,798aa833377b56d48abf3216c1b5a631c3149322,436.45221184370416
2640,ca044ecc0326ffc8dd05e80824b936d3a4a9e4f8,627.849256156418
2641,5bc8c472a9d28a0d0f92c9f46470258394d7e363,445.3113281824895
2642,826b79288e1f91a3e15010d40bef197c37340b69,415.75202153862773
2643,6c6b6f825e9bca4c092d2e3dabe056ec8300d921,574.7465830411654
2644,1653a4b2843735e9649b54a57c6146d3c8c2a5a4,556.7344197039063
2645,f77d32cb03e2d5c6607c3169151b8b24ba11cd14,376.434584738339
2646,fcd382593b2bba0637f03548f6a0d7da6835f51a,454.17480859440593
2647,de5a01f34e0029656f45f0f7c29d71f9a2d7be97,574.3780277302005
2649,a23b332bafcca06eb8cefda864c756f5791de732,538.1511857083747
2650,ff298bf688bde9db13791da42e91b7d40a02bd0a,527.1176664834147
2651,0d46f75ddcee3b4587305b7316f53d3a3c149bdf,544.0491720766547
2652,ddd777e1831b4503bf1ab99610fd57852b52b2c1,466.1283199533536
2653,19e929094c9125d910057a57e7f5848a0664b815,454.3754786489497
2654,c3b3a42edbd7966a308858e9c60a0f5699280255,541.0713142210552
2655,69029c08cd046608078c004179d57137c7bc9789,498.9018480480875
2656,06f46db734fb75f5a610d28c37b830c2c0c193c2,505.49659550480334
2657,420e2c2feb6b050c91b9badff729fa95cdc9cd73,606.7542622653114
2658,c145f2fc6dc2a3d238e440be5eeacb9225a12e88,545.4446686742224
2659,296c589f825e518bf2656d32ca54043e9642b5e5,495.5808253089976
2660,5a02e1ababe03db1aafe9fa1176e0b8d42ada72c,452.82787208587416
2661,69bb73b125a392aa8bcdb97ccb824827a83f02a6,537.9642892590377
2662,41b5f19354c8262b799b2d6fd433f5f056d64c21,382.06286865096826
2663,179e4eb03317a216cce73131c1fe32df6d7affc7,429.6953217584335
2664,683d4874912f09abdb539e4d53f4c466a7b22bec,441.2469934275058
2666,cf05f39e6be2a1f1fb1eaa48a1e1f199bd62ffb8,457.8781927177824
2667,1e198a957380b99a5522bb8ccd848c77cab55cd4,457.84006831103363
2668,65116120167f20ec93fb8a852a2ae24c6ea83e3b,497.67634084122056
2669,c6cc92d5343c2833343ca95870de90ab97e954ff,500.60023905969257
2671,9b413c2c7b2222d50e112d2ff513eb8becef359c,416.6546434989666
2672,b133590aa5255266e53a7e5cc9ff98c7ecba5b07,559.059763213306
2673,c389d7fe6b068ae69d9e18e860116bf3e83729f5,463.0740718816539
2674,04b6d3386f2ff30822cea94b2335647b08634f69,437.36341537528136
2676,122a1a72a6a33b5d34af8c204b089e6eb3a6ffc7,438.0371186906998
2677,f79f9d53534914cc05e3b69b442befc8747d39e5,532.652844188131
2678,b9dca5370778c64f1743eab56bcff742b312866a,457.9641604186021
2679,f5a8f5810316ca0e32f1891b295b2ff52855031e,488.41207741722394
2680,467224cc802895d7c56ddade42b895a4f9feb351,482.0747088147516
2681,ecc35aaab26f1e81337edcca3215aeee255fb4a8,419.2254768594219
2682,3a1145582896288ce470f8e6e6ccfc8c4d5f7dc6,511.3158829195649
2683,5d6b378efe9bee999365f7e7f2baef121d802554,440.0166358337332
2684,e559b0224c70c5f6375cab74919eda3157a95fa3,389.94373085796445
2686,bc44f7f52c8e06d0de82f9c039b9da38d1b3a76d,462.54369501559313
2689,3450b511f871652abae2d58183296f0e72276a87,403.10721595505237
2690,ac622d213a881f9eafabd518aeb3aaa5b45db706,460.6139956402004
2693,3e560c1c260b4313ad253f31c77cc6737f3778a1,378.9504454502879
2695,cc8c985befebe7bb7783571e9b77943fe08ba612,399.2914726935949
2696,828c1553914afa3fa85435ae1acdcf8d125dd969,505.84549320744446
2697,301cc8580119bd31cc5049ce7de3950bf7359f53,419.3299465766793
2698,e35c8e0bf8466bad9e5a55d141e58928729468fd,410.245460290006
2699,bce711a004527400034e68bfc44f549f24d23904,489.924446452224
2701,220a172bcb4c4c592469dbfe28e6bcf29cb4ddbb,482.0997157291279
2702,bba61862a0d5e374946866314eef256b08869072,430.7112126197434
2703,9834c1fe9a6e135008415863a86272af15f872ba,425.8795267795405
2704,8f751f14b74f7a5583bfaf744c90299d3b02f60f,463.16841707777553
2706,6798578a55f6837578efc13df75af7044f25fc83,579.0400446975423
2707,296d043c4cf92f5472007f8d2b26aef6ff465cc8,476.8832140478161
2708,a14a44ed88d9356f9c732a2bac09796b2142cc14,591.2928162370815
2709,72476117cd53a73c2173cf5ac81e4def90f96ee6,462.29200145228464
2710,a448ecf06c50bac45592d241cfcffe8c91778336,592.4208803414756
2711,c277a60e771011de2be776c1079af2116f7f7cc7,564.2850956404868
2712,6417b48130cec022d06033bd008866e3224b99bf,487.4827994060954
2713,d0ae824a3c12796d5707fef22708b1c8d4659176,406.19981454579687
2714,0d82cdb31205110637841bfa1bc54356f610b359,444.2593255097838
2716,706cc284dab3051ced52adeb62818c7bd0ac42f2,446.7052464882369
2717,16bbfb1023120278eea074c72053e5cb81504fe8,433.7672361050482
2719,dfd4c2302f9c0925421d2439c964aeac081a9adf,358.8110047841559
2721,f294190285c04b1d4c5116eb0f3bfee2d4171110,488.67749753744124
2723,555f23ecb19709bbc92ff4f0d2b987306c1416fa,391.6188957264298
2725,8d1967edeeea7561710452a89b98f1baffc32a6a,417.7838126916613
2727,a04d8a60ddffbec04f7951e77d84f570b689cc32,480.5405587493715
2728,859c3c94d0bc245c26422abb7f289331ef084797,596.6059029904552
2729,30dd1124ec542e7bcbcabd2b18577f823db9a4c5,580.7098599847345
2730,18b4a466301d3ae63a0a2f84734fa1e69774b180,444.57139761537877
2731,5248eefa83d58fc32e6cba6e47cd80ccb3b0b64b,407.7961987941865
2732,590de397312d2abf63ccd52fb8f46fa720b4284c,567.8025861024355
2734,d7d56239210cbf51b63fee7fc33f93d7ab5fdf4c,510.3080150873407
2735,55d252dc2cd12eeb11859aa80654cbb2caed2c88,453.85687630610056
2738,e84cd2e6149416241129c24b20ae6e3cca3bb521,413.60482046542694
2739,b7768c154de5b67a043e4b97c2b0f82d06830f71,519.9702332684453
2740,77328cba4cf800777d4469e48a0cc95fa1f09d4b,434.5197047115122
2741,48567b1c49438b0b24e7e338372e08c6b9f09818,462.1853881801503
2742,da93c07fa0a9d683b5d744b341888cc489ebef1d,432.888479002493
2744,ce797b2fb63028a78edaaf59c5ba09fa4fc5a0a0,407.12657694643025
2745,9c613b956fdd251bda7a8ac21441f5fe67d7f357,455.88727465981486
2746,bccb0499823ac2e475e7f3ccd36b8e9214bb2f0d,416.41858831872366
2748,09c63fa60a00172475617c0c671b9cc60f149dcf,477.87212955698425
2749,e5bb65ebf3a09635c7d3ea32f93abc45e54e83b9,461.09840588432553
2750,ec2bd1d568a708cdb28d059820416bdda79557dc,409.8899175692853
2751,fc7bb22ee547c81f2de75c284984a67db00f2322,523.4811449814333
2752,87e42e3f1e79c11b9bec6826b4f814304531478b,454.96502706860883
2753,208b03e228c504e12e4c700aac9495b94b4c7407,616.3176752498598
2754,2e2c64e5e2c9a9679560b233d2ad216ace93f660,491.48534634271624
2755,8b5ca68dd135ace09567ed5d50baf0b2903df1a5,573.8541563795445
2757,493e19b41cfe9968dd0eaba1868bef1b3d84defc,520.6781630128983
2758,bf431548e10941ab81b1a34f92f1cfb01950fd62,490.9627206124299
2759,a91404916fdccca1894af4edbea7666901f6252c,549.435378490572
2761,940358b0bbccb29c1d2a79529b2172c43da6cf7b,464.62780614081834
2762,947c15e258fbe04cbe9e6beffd2c8a16b959d781,464.37427676223365
2763,293bebfab8bc0f1981e06f74729451ad261c408f,529.8813435398636
2764,21811108f3f9679121c19ea24f253687e2fcdb2d,584.784150556108
2766,e5099c2b9af1492528206c5324fc629b53d39b8e,461.0487519628632
2767,db83eecf9ea6d34183bdfbbd3a294239d209998f,429.7753985593484
2768,4293ce669b29af8502f54e8c681f35ada3faa9e5,398.43358817614717
2769,31ff07e2747bafb95752566b0f5a64b922882904,421.7838271998173
2770,fa69a477c4c6483c3bfbbfc691f7be572baca304,580.9859677751433
2771,3b8a8d9ba1ade08724431323599b06bb8979f602,481.64001940811187
2772,387e9fa8f1278ffb136f52b79a2ebb4eab6d2c48,425.0891127143862
2773,8332264f63ce9bf729b5897f54db6beb4f76178c,395.26418165010915
2774,a1c13ff1a61acf8973a1cae595c7ba855d4f85f6,608.9379670347014
2775,2956c2d286a5003ab466c521de37dd1d9c56b138,476.5971387258794
2776,3550059bd7e1cea2b1ca8f4c26b97ed6e17372a1,421.8200306944843
2777,9da399adb6dbe6f539fe289790b7c7a97f77ba68,511.78055824783047
2778,a644cb43c16195db2b590b4b3acbe78beb00a757,516.7484113668845
2779,db6aeed0b0d3930b82978c8b0a9ac8182e4a98b2,481.05515208387465
2780,e149f4e025f0dd43bc3f4486a8b51812386e8180,407.64508151429555
2782,229c208f27d32caa49c60a8961a7a0000fa35d0f,511.7098174769855
2783,ee4bb115f15bd578cd5b1ac2bb299fb7b0b61fbe,568.3479820167249
2784,db0f1ca0f0ff867b5a4300028c6e494ccaed38e8,439.6810831988527
2786,e5f10e690160331385f35e159ed1bc5c4200e1bf,434.2118241532234
2787,4852b5e9f012432260567d41bf04692c73f86f01,438.24119163729915
